participant_id,file_name,file_format,file_description,file_mapping_level,file_size,md5sum,file_url_in_cds,imaging_modality,imaging_equipment_manufacturer,imaging_equipment_model,imaging_software,imaging_protocol,organ_or_tissue,longitudinal_temporal_event_type,longitudinal_temporal_event_offset,HTAN_Data_File_ID
HTA5_1805,processed_images1285.tif.zstd,TIFF,,,412326774,1961a51f71ad9bd74b4ccc50f4b178fd,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1285.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312851285
HTA5_1805,processed_images1286.tif.zstd,TIFF,,,418661861,1e826039545302af0a827c62bdff0c8e,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1286.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312861286
HTA5_1805,processed_images1287.tif.zstd,TIFF,,,423150076,29a11d3e3bf3e0ff164899fb1a39930c,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1287.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312871287
HTA5_1805,processed_images1288.tif.zstd,TIFF,,,424960604,26b4a5828e49cddd3268a84abd824c16,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1288.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312881288
HTA5_1805,processed_images1289.tif.zstd,TIFF,,,420601273,5a876a4c8e95067ce680e932e1cb2020,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1289.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312891289
HTA5_1805,processed_images129.tif.zstd,TIFF,,,429858077,2069e92240f1426c995d5a03fd9c7701,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images129.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603129129
HTA5_1805,processed_images1290.tif.zstd,TIFF,,,407759565,806b0c1f000d626360ce35e17f0a4dd7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1290.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312901290
HTA5_1805,processed_images1291.tif.zstd,TIFF,,,424401377,9028dd5a86c53fe50fce50d9dc412b3f,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1291.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312911291
HTA5_1805,processed_images1292.tif.zstd,TIFF,,,414266520,a7811d1ce2f16af59ff6c27ffa02be6b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1292.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312921292
HTA5_1805,processed_images1293.tif.zstd,TIFF,,,419880250,6cc6a4e93605b077290fe2fc443c8bab,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1293.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312931293
HTA5_1805,processed_images1294.tif.zstd,TIFF,,,432751652,a1c9a30ee2a2164a73168b9c964cc37e,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1294.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312941294
HTA5_1805,processed_images1295.tif.zstd,TIFF,,,429822633,33c37b047a9756c16c43382a8995d577,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1295.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312951295
HTA5_1805,processed_images1296.tif.zstd,TIFF,,,437813359,de784393adf85774747f9a06f047ab34,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1296.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312961296
HTA5_1805,processed_images1297.tif.zstd,TIFF,,,440632548,838733458be4d1bb2d64cd4574502d85,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1297.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312971297
HTA5_1805,processed_images1298.tif.zstd,TIFF,,,436387004,e88f3338a025a59cc79052abd0f29af5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1298.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312981298
HTA5_1805,processed_images1299.tif.zstd,TIFF,,,435955399,3c679a0eed651a50b6fdb98a8ef9294d,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1299.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160312991299
HTA5_1805,processed_images13.tif.zstd,TIFF,,,407453695,cc86d53cda3ff77e32a569ecfe0c9bae,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images13.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603013013
HTA5_1805,processed_images130.tif.zstd,TIFF,,,422856669,a5e2e45e33b8d58be690b36d3f055fb1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images130.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603130130
HTA5_1805,processed_images1300.tif.zstd,TIFF,,,434037219,07705b1a6bf2398d6f23c2d23af45cf5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1300.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313001300
HTA5_1805,processed_images1301.tif.zstd,TIFF,,,437724178,6b465daf0121aaaccdc5e50f612a9239,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1301.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313011301
HTA5_1805,processed_images1302.tif.zstd,TIFF,,,431178227,cb2129a140a54c325e94d7374c6b73a2,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1302.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313021302
HTA5_1805,processed_images1303.tif.zstd,TIFF,,,441638234,721e5d239d71492fc2d0ad0937ffee10,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1303.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313031303
HTA5_1805,processed_images1304.tif.zstd,TIFF,,,431881570,81612e8f55c45b94741072bc8e58d4ed,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1304.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313041304
HTA5_1805,processed_images1305.tif.zstd,TIFF,,,415730682,d816f9fc27bd2e64bfa355cdd61f3fd9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1305.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313051305
HTA5_1805,processed_images1306.tif.zstd,TIFF,,,424498548,cf3a54d00a560bfd4ab8d3632e819ed9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1306.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313061306
HTA5_1805,processed_images1307.tif.zstd,TIFF,,,419834693,eb600e3bb93eb9682f6455fbfe381fd1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1307.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313071307
HTA5_1805,processed_images1308.tif.zstd,TIFF,,,412884125,f29247fa2d520f7171cd551e944df53f,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1308.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313081308
HTA5_1805,processed_images1309.tif.zstd,TIFF,,,427762998,7f1a7c6dac66f65356d2da33a940a1f3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1309.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313091309
HTA5_1805,processed_images131.tif.zstd,TIFF,,,435331167,5ae3e4417237f9ee999d19281dee3f9b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images131.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603131131
HTA5_1805,processed_images1310.tif.zstd,TIFF,,,424357306,c67035302fe3f7dba82b6ce13d594464,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1310.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313101310
HTA5_1805,processed_images1311.tif.zstd,TIFF,,,418122457,90570a9c6f8c3be8d0f8c9054afda205,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1311.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313111311
HTA5_1805,processed_images1312.tif.zstd,TIFF,,,424335565,3f5fbb978ceb76e87df69502a27114c1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1312.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313121312
HTA5_1805,processed_images1313.tif.zstd,TIFF,,,434591677,5b617708aa1e81344ef0253ff7562dbf,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1313.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313131313
HTA5_1805,processed_images1314.tif.zstd,TIFF,,,431404173,08aa6ca1989f590894174e2121d7f776,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1314.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313141314
HTA5_1805,processed_images1315.tif.zstd,TIFF,,,425151354,9f4aa8cb6a4c70e3309270ee4c363ae3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1315.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313151315
HTA5_1805,processed_images1316.tif.zstd,TIFF,,,418922734,ef5b9f6f7c774a9ed99e865df7d2e612,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1316.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313161316
HTA5_1805,processed_images1317.tif.zstd,TIFF,,,428917742,a6f82d758854bc55d3d53699c5b28335,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1317.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313171317
HTA5_1805,processed_images1318.tif.zstd,TIFF,,,424297356,187a0776006d7b88618fc5d56afb6ed8,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1318.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313181318
HTA5_1805,processed_images1319.tif.zstd,TIFF,,,420744926,42d43ff7bf6bb9560ef46eed30997cd2,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1319.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313191319
HTA5_1805,processed_images132.tif.zstd,TIFF,,,440177865,c14530dbf90969777ae6a0ceafda3d50,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images132.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603132132
HTA5_1805,processed_images1320.tif.zstd,TIFF,,,421825147,8f774b691648425be7f568452ded5220,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1320.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313201320
HTA5_1805,processed_images1321.tif.zstd,TIFF,,,427316054,1762216648237ddbbd435f6d62643233,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1321.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313211321
HTA5_1805,processed_images1322.tif.zstd,TIFF,,,426876388,068642ca254cd997cd305b501af73ae0,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1322.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313221322
HTA5_1805,processed_images1323.tif.zstd,TIFF,,,425360806,562b447e3e93bd65a5261e6a005ecaaa,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1323.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313231323
HTA5_1805,processed_images1324.tif.zstd,TIFF,,,418288754,896d19d5f1af05c92ec5a1eb9b5413ba,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1324.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313241324
HTA5_1805,processed_images1325.tif.zstd,TIFF,,,428036338,e7e5ad6752afb51d3abfd65da84cdf0b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1325.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313251325
HTA5_1805,processed_images1326.tif.zstd,TIFF,,,425583039,a77662621b2e74eef38e7e523d122529,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1326.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313261326
HTA5_1805,processed_images1327.tif.zstd,TIFF,,,426724568,d2a357009539f6afffc9a0e03cddb491,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1327.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313271327
HTA5_1805,processed_images1328.tif.zstd,TIFF,,,436769512,209a7078525adac5dff6eb440691babe,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1328.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313281328
HTA5_1805,processed_images1329.tif.zstd,TIFF,,,441012579,23166253d3fe7fe6663ef5756c95acdd,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1329.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313291329
HTA5_1805,processed_images133.tif.zstd,TIFF,,,427538891,95f897bcb11115397d28ce3e5032530c,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images133.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603133133
HTA5_1805,processed_images1330.tif.zstd,TIFF,,,429352615,af0b47347c629769e87da5d890f2754b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1330.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313301330
HTA5_1805,processed_images1331.tif.zstd,TIFF,,,422831542,df940507eeb64b486a2ba17b2b55938b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1331.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313311331
HTA5_1805,processed_images1332.tif.zstd,TIFF,,,423008995,ffb37a82f5ee90dcce974f58055204e4,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1332.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313321332
HTA5_1805,processed_images1333.tif.zstd,TIFF,,,418953879,07267915a9d732346f9e1d6e1f3e6577,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1333.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313331333
HTA5_1805,processed_images1334.tif.zstd,TIFF,,,423077052,ceb933e392a4e8cfb58bfcc7cb4d193d,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1334.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313341334
HTA5_1805,processed_images1335.tif.zstd,TIFF,,,427247864,87bc78344a2752d43b7d0ed99f87a89d,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1335.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313351335
HTA5_1805,processed_images1336.tif.zstd,TIFF,,,445268040,6f7230b17c7c8384eab086e434466477,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1336.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313361336
HTA5_1805,processed_images1337.tif.zstd,TIFF,,,427166920,b57b46d828885f0eba7c116e1c28fa0e,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1337.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313371337
HTA5_1805,processed_images1338.tif.zstd,TIFF,,,431655725,78391386a3eea65682fc8bb061ee2f4c,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1338.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313381338
HTA5_1805,processed_images1339.tif.zstd,TIFF,,,424677017,ff9bdd0b6b7fd85114714e381323621a,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1339.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313391339
HTA5_1805,processed_images134.tif.zstd,TIFF,,,422651807,daa310f13abb49c60e338537143a8e63,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images134.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_1603134134
HTA5_1805,processed_images1340.tif.zstd,TIFF,,,418380389,ca348fe19c746db283ac413d6231e11f,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1805_slice1603/processed_images1340.tif.zstd,SM,MERFISH,MERFISH,MERlin,dx.doi.org/10.17504/protocols.io.bujrnum6,Skin of the Lower Limb and Hip,,,HTA5_1805_160313401340
