sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,staining_method,objective,nominal_magnification,immersion,lensNA,working_distance,file_url_in_cds
HTA11_1391_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_1391_20000010116110030010000009999.tif
HTA11_1938_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_1938_20000010116110030010000009999.tif
HTA11_2112_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_2112_20000010116110030010000009999.tif
HTA11_2235_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_2235_20000010116110030010000009999.tif
HTA11_2487_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_2487_20000010116110030010000009999.tif
HTA11_2951_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_2951_20000010116110030010000009999.tif
HTA11_3077_2000001011,,,Tissue,,Unknown,Unknown,,,,Not reported,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_3077_20000010116110030010000009999.tif
HTA11_3252_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_3252_20000010116110030010000009999.tif
HTA11_3331_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_3331_20000010116110030010000009999.tif
HTA11_3361_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_3361_20000010116110030010000009999.tif
HTA11_3410_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_3410_20000010116110030010000009999.tif
HTA11_347_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_347_20000010116110030010000009999.tif
HTA11_377_2000001011,,,Tissue,,Unknown,Unknown,,,,Normal,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_377_20000010116110030010000009999.tif
HTA11_392_3000011011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_392_30000110116110030010000009999.tif
HTA11_411_2000001011,,,Tissue,,Unknown,Unknown,,,,Not reported,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_411_20000010116110030010000009999.tif
HTA11_4255_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_4255_20000010116110030010000009999.tif
HTA11_4781_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_4781_20000010116110030010000009999.tif
HTA11_4814_2000001011,,,Tissue,,Unknown,Unknown,,,,Normal,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_4814_20000010116110030010000009999.tif
HTA11_5212_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_5212_20000010116110030010000009999.tif
HTA11_5216_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_5216_20000010116110030010000009999.tif
HTA11_5363_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_5363_20000010116110030010000009999.tif
HTA11_546_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_546_20000010116110030010000009999.tif
HTA11_5994_2000001011,,,Tissue,,Unknown,Unknown,,,,Not reported,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_5994_20000010116110030010000009999.tif
HTA11_6025_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_6025_20000010116110030010000009999.tif
HTA11_6134_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_6134_20000010116110030010000009999.tif
HTA11_6147_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_6147_20000010116110030010000009999.tif
HTA11_6310_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_6310_20000010116110030010000009999.tif
HTA11_696_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_696_20000010116110030010000009999.tif
HTA11_83_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_83_20000010116110030010000009999.tif
HTA11_866_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,H&E,Leica PL APO 20X/0.65 0.17 M25,40,Air,0.65,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/h_and_e_level_1/HTA11_866_20000010116110030010000009999.tif
HTA3_0052_1101299,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-093-21157-01299BX_deid.svs
HTA3_0052_1101014,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-093-20842-01014BX_deid.svs
HTA3_0052_1101015,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-050-20842-01015BX_deid.svs
HTA3_0052_1101302,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-048-21157-01302BX_deid.svs
HTA3_0052_1101017,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-048-20842-01017BX_deid.svs
HTA3_0052_1101301,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-036-21157-01301BX_deid.svs
HTA3_0052_1101018,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0052-036-20842-01018BX_deid.svs
HTA3_0051_1101334,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0051-089-22786-01334BX_deid.svs
HTA3_0051_1101162,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0051-089-22577-01162BX_deid.svs
HTA3_0050_1100997,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0050-084-23482-00997BX_deid.svs
HTA3_0050_1101235,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0050-050-23699-01235BX_deid.svs
HTA3_0050_1100998,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0050-050-23482-00998BX_deid.svs
HTA3_0049_1101187,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0049-010-23043-01187BX_deid.svs
HTA3_0048_1101380,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0048-093-25835-01380BX_deid.svs
HTA3_0048_1100882,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0048-093-25102-00882BX_deid.svs
HTA3_0048_1101381,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0048-061-25835-01381BX_deid.svs
HTA3_0048_1101273,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0048-061-25669-01273BX_deid.svs
HTA3_0048_1101275,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0048-025-25669-01275BX_deid.svs
HTA3_0048_1100965,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0048-025-25305-48965BX_deid.svs
HTA3_0047_1101022,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0047-050-19263-01022BX_deid.svs
HTA3_0047_1101411,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0047-037-19809-01411BX_deid.svs
HTA3_0047_1101216,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0047-037-19447-01216BX_deid.svs
HTA3_0047_1101021,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0047-037-19263-01021BX_deid.svs
HTA3_0046_1100952,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0046-089-27138-00952BX_deid.svs
HTA3_0046_1100765,,,Tissue,,Unknown,Unknown,,,,Not reported,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0046-089-26739-00765BX_deid.svs
HTA3_0046_1101293,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0046-050-27551-01293BX_deid.svs
HTA3_0046_1100953,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0046-050-27138-00953BX_deid.svs
HTA3_0046_1101292,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0046-047-27551-01292BX_deid.svs
HTA3_0046_1100766,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0046-047-26739-00766BX_deid.svs
HTA3_0045_1101238,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0045-085-17497-01238BX_deid.svs
HTA3_0045_1100891,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0045-085-17021-00891BX_deid.svs
HTA3_0045_1101241,,,Tissue,,Unknown,Unknown,,,,Not reported,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0045-048-17497-01241BX_deid.svs
HTA3_0045_1100894,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0045-048-17021-00894BX_deid.svs
HTA3_0045_1100893,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0045-045-17021-00893BX_deid.svs
HTA3_0044_1101396,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-089-18295-01396BX_deid.svs
HTA3_0044_1101131,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-089-17898-01131BX_deid.svs
HTA3_0044_1100966,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-089-17646-44966BX_deid.svs
HTA3_0044_1101130,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-070-17898-01130BX_deid.svs
HTA3_0044_1100965,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-070-17646-44965BX_deid.svs
HTA3_0044_1100293,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-070-16659-00293BX_deid.svs
HTA3_0044_1101397,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-050-18295-01397BX_deid.svs
HTA3_0044_1101133,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-050-17898-01133BX_deid.svs
HTA3_0044_1100968,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-050-17646-44968BX_deid.svs
HTA3_0044_1101132,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-048-17898-01132BX_deid.svs
HTA3_0044_1100967,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0044-048-17646-44967BX_deid.svs
HTA3_0043_1101349,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0043-085-21599-01349BX_deid.svs
HTA3_0043_1101350,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0043-037-21599-01350BX_deid.svs
HTA3_0043_1101043,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0043-037-21235-01043BX_deid.svs
HTA3_0042_1101029,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0042-048-23911-01029BX_deid.svs
HTA3_0042_1100907,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0042-048-23680-00907BX_deid.svs
HTA3_0042_1101028,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0042-010-23911-01028BX_deid.svs
HTA3_0042_1100906,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0042-010-23680-00906BX_deid.svs
HTA3_0041_1101182,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0041-093-22044-01182BX_deid.svs
HTA3_0041_1100919,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0041-093-21703-00919BX_deid.svs
HTA3_0041_1100795,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0041-093-21430-00795BX_deid.svs
HTA3_0041_1101183,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0041-050-22044-01183BX_deid.svs
HTA3_0041_1100922,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0041-050-21703-00922BX_deid.svs
HTA3_0041_1100796,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0041-050-21430-00796BX_deid.svs
HTA3_0040_1101283,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0040-093-19895-01283BX_deid.svs
HTA3_0040_1101098,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0040-093-19706-01098BX_deid.svs
HTA3_0040_1101284,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0040-050-19895-01284BX_deid.svs
HTA3_0040_1101100,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0040-050-19706-01100BX_deid.svs
HTA3_0039_1101224,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0039-093-19757-01224BX_deid.svs
HTA3_0039_1101005,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0039-093-19554-01005BX_deid.svs
HTA3_0039_1101222,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0039-089-19757-01222BX_deid.svs
HTA3_0039_1101004,,,Tissue,,Unknown,Unknown,,,,Normal,Other,Unknown,H&E,,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/h_and_e/PCGA_1.0/PCGA-01-0039-089-19554-01004BX_deid.svs
